window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6017,8,5,0,1.9992,0,18.6,0,0,6.52,1.0,6017.0,600,1.0,372,577,205,2061,0.000972,0.0073,404.8583,0,0.0,0.0057,0.0011,3,0,0,0,0.034896,0.015625,64,0.5522,0.0349,0.2479
2,5000,3664,3,5,0,1.9993,0,17.3,463,3199,5.11,0.8262,4465.0,465,1.0,354,14,32,2114,0.001102,0.0082,380.2126,1,1.0,0.0073,0.0013,2,0,0,0,0.032766,0.015625,64,0.5231,0.0639,0.2253
3,5000,3395,2,5,0,1.9993,0,17.0,258,3151,4.86,0.8678,3943.5,244,1.0,292,7,69,2079,0.001093,0.0115,249.4888,2,1.9,0.0078,0.0016,1,0,0,0,0.028642,0.015625,63,0.4545,0.0881,0.2233
4,5000,3085,2,5,0,1.9993,0,16.9,57,3042,4.53,0.8613,3609.7,43,1.0,201,8,99,1801,0.001362,0.0173,64.1221,3,2.8,0.0126,0.0024,2,0,0,0,0.049268,0.015625,61,0.6829,0.128,0.2342
5,5000,3148,1,4,0,1.9994,0,16.8,5,3138,4.58,0.9109,3455.8,10,1.0,140,1,62,1451,0.001698,0.0162,20.6186,4,3.7,0.0135,0.0032,0,0,0,0,0.054054,0.015625,60,0.7109,0.1821,0.2529
6,5000,3223,0,0,1,1.9992,2,16.7,1,3212,4.61,0.9509,3389.3,11,1.0,111,6,35,1180,0.002072,0.0285,28.4974,5,4.5,0.0157,0.0037,0,0,0,0,0.068884,0.015625,56,0.7732,0.251,0.2702
7,5000,3128,1,5,0,1.9985,1,16.6,2,3121,4.46,0.941,3324.0,7,1.0,90,3,24,1050,0.002429,0.0379,17.7515,6,5.3,0.0208,0.0059,1,0,0,0,0.073171,0.015625,48,0.7865,0.3241,0.291
8,5000,3026,1,5,1,1.9953,1,16.4,7,3019,4.4,0.9289,3257.8,7,1.0,69,3,24,924,0.002743,0.0456,26.8199,7,6.1,0.0267,0.0083,1,0,0,0,0.059649,0.015625,46,0.7381,0.3838,0.3124
9,5000,3094,0,0,3,1.9937,2,16.4,0,3094,4.51,0.9594,3225.0,0,1.0,61,0,8,769,0.003049,0.039,0.0,8,7.2,0.0212,0.0073,0,0,0,0,0.056277,0.015625,38,0.7224,0.4228,0.3334
10,5000,3028,0,0,3,1.9848,1,16.3,0,3025,4.45,0.9495,3189.2,3,1.0,53,3,11,681,0.003495,0.0663,11.3636,9,8.2,0.032,0.0124,0,0,0,0,0.088398,0.015625,37,0.8232,0.4725,0.3518
11,5000,3119,1,5,0,1.9809,1,16.4,0,3114,4.52,0.9816,3177.5,5,1.0,43,1,11,615,0.004099,0.0656,28.4091,10,8.9,0.0377,0.0134,1,1,0,0,0.071038,0.015625,35,0.78,0.5271,0.3626
12,5000,3132,0,0,3,1.978,1,16.5,0,3127,4.54,0.9879,3170.5,5,1.0,34,0,9,560,0.004353,0.0714,38.1679,11,9.6,0.04,0.0146,0,0,0,0,0.071429,0.015625,33,0.7812,0.5628,0.3734
13,5000,3116,0,0,3,1.9714,1,16.5,2,3109,4.51,0.9852,3162.7,7,1.0,30,2,6,489,0.005204,0.1126,48.6111,12,10.1,0.0497,0.0211,0,0,0,0,0.112583,0.015625,29,0.8612,0.5959,0.3871
14,5000,3041,2,5,3,1.9908,1,16.5,0,3032,4.42,0.9665,3146.5,9,1.0,28,2,4,472,0.005976,0.0889,69.2308,13,10.0,0.0505,0.0209,1,0,0,0,0.096296,0.015625,27,0.8377,0.6478,0.3981
