seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
1337,1,0.001,110,99,5,0,5,0,0,0,1,106,4,108,2,53,57,110,0,0,10,1.6406
1337,2,0.001,67,44,5,0,18,0,0,0,0,54,13,55,12,30,37,67,0,0,10,2.5016
1337,3,0.001,20,17,2,0,0,0,0,0,1,19,1,20,0,10,10,19,0,1,5,1.8219
1337,4,0.001,9,7,1,0,1,0,0,0,0,8,1,9,0,6,3,9,0,0,4,1.7527
1337,5,0.001,18,14,1,0,0,0,0,0,3,16,2,18,0,11,7,17,0,1,6,1.94
1337,6,0.001,21,16,3,0,2,0,0,0,0,19,2,21,0,11,10,20,1,0,6,2.1047
1337,7,0.001,13,12,0,0,0,0,0,0,1,13,0,13,0,10,3,12,0,1,4,1.352
1337,8,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1337,9,0.001,15,14,0,0,0,0,0,0,1,14,1,15,0,8,7,15,0,0,3,1.2729
1337,10,0.001,21,17,2,0,0,0,0,0,2,19,2,21,0,6,15,21,0,0,4,1.6512
1337,11,0.001,12,12,0,0,0,0,0,0,0,12,0,12,0,4,8,12,0,0,2,0.9183
1337,12,0.001,17,15,0,0,0,0,0,0,2,16,1,17,0,8,9,17,0,0,4,1.5197
1337,13,0.001,11,9,2,0,0,0,0,0,0,11,0,11,0,8,3,11,0,0,4,1.4911
1337,14,0.001,21,17,0,0,4,0,0,0,0,19,2,21,0,7,14,19,1,1,7,2.1624
1337,15,0.001,15,5,7,0,3,0,0,0,0,14,1,15,0,5,10,14,0,1,6,2.3656
1337,16,0.001,15,13,0,0,2,0,0,0,0,13,2,15,0,4,11,15,0,0,4,1.3753
1337,17,0.001,14,14,0,0,0,0,0,0,0,14,0,14,0,10,4,14,0,0,2,0.8631
1337,18,0.001,14,10,2,0,2,0,0,0,0,12,2,14,0,6,8,14,0,0,6,2.1281
1337,19,0.001,5,4,1,0,0,0,0,0,0,5,0,5,0,2,3,4,1,0,3,1.5219
1337,20,0.001,13,11,1,0,0,0,0,0,1,13,0,13,0,8,5,13,0,0,4,1.5734
1337,21,0.001,11,10,1,0,0,0,0,0,0,11,0,11,0,7,4,10,1,0,4,1.4911
1337,22,0.001,13,11,2,0,0,0,0,0,0,13,0,13,0,10,3,11,1,1,5,1.823
1337,23,0.001,5,4,0,0,1,0,0,0,0,4,1,5,0,3,2,5,0,0,3,1.5219
1337,24,0.001,11,11,0,0,0,0,0,0,0,11,0,11,0,4,7,11,0,0,2,0.9457
1337,25,0.001,18,11,2,0,2,0,0,0,3,13,5,16,2,7,11,17,1,0,8,2.5522
