seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
123,1,0.001,118,100,8,0,0,0,0,0,10,111,7,118,0,59,59,118,0,0,8,1.8388
123,2,0.001,74,58,5,0,11,0,0,0,0,64,10,73,1,44,30,73,1,0,8,2.0016
123,3,0.001,24,17,4,0,0,0,0,0,3,22,2,24,0,10,14,24,0,0,6,2.1148
123,4,0.001,19,13,1,0,2,0,0,0,3,14,5,19,0,14,5,19,0,0,7,1.8785
123,5,0.001,16,15,0,0,0,0,0,0,1,15,1,16,0,10,6,16,0,0,3,1.1982
123,6,0.001,26,19,1,0,0,0,0,0,6,22,4,26,0,13,13,26,0,0,6,2.0657
123,7,0.001,17,15,0,0,2,0,0,0,0,15,2,17,0,8,9,17,0,0,3,1.4021
123,8,0.001,7,7,0,0,0,0,0,0,0,7,0,7,0,2,5,7,0,0,2,0.8631
123,9,0.001,15,13,0,0,2,0,0,0,0,13,2,15,0,8,7,14,1,0,4,1.6895
123,10,0.001,13,11,0,0,0,0,0,0,2,12,1,13,0,8,5,13,0,0,4,1.5734
123,11,0.001,9,7,1,0,1,0,0,0,0,9,0,9,0,3,6,9,0,0,4,1.6577
123,12,0.001,14,9,5,0,0,0,0,0,0,14,0,14,0,7,7,14,0,0,4,1.9242
123,13,0.001,17,16,0,0,0,0,0,0,1,17,0,17,0,8,9,17,0,0,3,1.2533
123,14,0.001,15,11,1,0,0,0,0,0,3,13,2,13,2,8,7,14,1,0,6,2.0635
123,15,0.001,10,10,0,0,0,0,0,0,0,10,0,10,0,4,6,8,1,1,4,1.6855
123,16,0.001,11,11,0,0,0,0,0,0,0,11,0,11,0,3,8,11,0,0,2,0.8454
123,17,0.001,8,5,3,0,0,0,0,0,0,8,0,8,0,6,2,8,0,0,3,1.2988
123,18,0.001,10,9,1,0,0,0,0,0,0,10,0,10,0,5,5,10,0,0,3,1.361
123,19,0.001,10,8,0,0,2,0,0,0,0,9,1,10,0,3,7,10,0,0,4,1.6855
123,20,0.001,9,6,3,0,0,0,0,0,0,9,0,9,0,4,5,9,0,0,4,1.8911
123,21,0.001,7,7,0,0,0,0,0,0,0,7,0,7,0,3,4,7,0,0,2,0.9852
123,22,0.001,20,17,1,0,1,0,0,0,1,19,1,20,0,8,12,19,1,0,5,1.6784
123,23,0.001,10,8,0,0,2,0,0,0,0,9,1,10,0,4,6,8,2,0,6,2.371
123,24,0.001,18,11,3,0,2,0,0,0,2,15,3,14,4,10,8,18,0,0,6,2.288
123,25,0.001,15,14,1,0,0,0,0,0,0,15,0,15,0,6,9,15,0,0,3,1.2729
