window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5966,14,5,0,1.9986,0,18.2,0,0,6.57,1.0,5966.0,581,1.0,365,556,191,1991,0.000992,0.0072,415.8912,0,0.0,0.0066,0.0011,1,0,0,0,0.042378,0.015625,64,0.6313,0.0424,0.2881,102,198,65,2063,1383,1417
2,5000,4164,2,5,0,1.9988,0,17.2,442,3702,5.61,0.8746,4770.0,462,1.0,349,15,31,2046,0.001099,0.0079,363.4933,1,1.0,0.0045,0.0013,1,0,0,0,0.038159,0.015625,64,0.5905,0.0805,0.2784,104,181,64,1317,1328,784
3,5000,3552,0,0,1,1.9988,0,16.9,287,3288,5.09,0.8575,4175.0,264,1.0,290,4,63,1985,0.001114,0.009,275.0,2,1.9,0.0073,0.0015,0,0,0,0,0.04727,0.015625,64,0.6695,0.1278,0.277,96,139,55,963,1273,653
4,5000,3301,0,0,0,1.9988,0,16.7,93,3228,4.78,0.8663,3833.4,73,1.0,177,0,113,1711,0.001354,0.0144,116.242,3,2.9,0.0085,0.0028,0,0,0,0,0.047182,0.015625,63,0.6688,0.175,0.2789,79,64,34,893,1263,514
5,5000,3180,0,0,3,1.9988,0,16.6,9,3178,4.58,0.8809,3617.9,2,1.0,153,0,24,1253,0.001889,0.0258,4.4643,4,3.9,0.0204,0.004,0,0,0,0,0.051502,0.015625,59,0.6966,0.2265,0.2846,72,51,30,812,1286,477
6,5000,3259,4,5,0,1.9987,0,16.6,13,3246,4.64,0.9271,3515.4,13,1.0,143,4,14,1236,0.001982,0.0295,32.5815,5,4.8,0.0221,0.0045,1,0,0,0,0.083538,0.015625,59,0.813,0.2781,0.3071,67,45,31,883,1243,512
7,5000,3238,2,5,0,1.9967,1,16.6,0,3228,4.62,0.9396,3446.0,10,1.0,135,4,12,1209,0.001924,0.0248,25.8398,6,5.6,0.0205,0.0044,1,0,0,0,0.059553,0.015625,59,0.7376,0.3327,0.3121,62,42,31,837,1301,531
8,5000,3257,0,0,1,1.9945,2,16.6,0,3252,4.63,0.9568,3404.0,5,1.0,121,0,14,1123,0.001928,0.0269,13.8122,7,6.6,0.0235,0.0051,0,0,0,0,0.077957,0.015625,58,0.7996,0.3898,0.3141,56,38,27,841,1283,519
9,5000,3305,1,3,0,1.9978,1,16.5,1,3299,4.71,0.9766,3384.2,6,1.0,114,5,12,1077,0.001919,0.0251,17.4419,8,7.4,0.0132,0.0048,0,0,0,0,0.066852,0.015625,56,0.7663,0.4567,0.3196,53,32,29,849,1304,537
10,5000,3275,0,0,3,1.9962,1,18.5,4,3266,4.67,0.9734,3364.4,9,1.0,110,9,13,1037,0.002051,0.0237,24.8447,9,7.9,0.0141,0.0049,0,0,0,0,0.073964,0.015625,56,0.7888,0.5188,0.3267,50,27,33,824,1291,556
11,5000,3178,1,3,0,1.9952,1,16.6,3,3170,4.62,0.9534,3333.3,8,1.0,102,1,9,961,0.00201,0.0272,25.3968,10,8.9,0.0204,0.0052,0,0,0,0,0.072508,0.015625,54,0.7845,0.5853,0.3295,51,23,28,841,1238,506
12,5000,3165,3,5,0,1.9861,1,16.6,12,3153,4.56,0.9569,3307.4,12,1.0,95,3,10,914,0.002227,0.0408,43.0108,11,9.6,0.0184,0.0062,1,0,0,0,0.071429,0.015625,55,0.7812,0.6567,0.3272,49,21,25,822,1240,521
13,5000,3212,0,0,1,1.962,2,16.6,4,3208,4.62,0.9752,3293.8,4,1.0,88,4,11,917,0.002103,0.0311,3.5042,12,10.6,0.0201,0.0066,0,0,0,0,0.062284,0.015625,54,0.7491,0.719,0.326,46,20,22,794,1291,529
14,5000,3171,1,5,0,1.92,1,16.5,4,3162,4.66,0.9675,3277.4,9,1.0,86,5,7,893,0.002237,0.0396,28.3019,13,11.2,0.0229,0.0075,1,0,0,0,0.091463,0.015625,55,0.8292,0.8104,0.328,46,17,23,804,1242,528
15,5000,3205,0,0,0,1.9233,1,16.5,0,3205,4.62,0.9806,3268.4,0,1.0,80,0,6,844,0.002388,0.036,0.0,14,12.2,0.0228,0.0075,0,0,0,0,0.082734,0.015625,51,0.8111,0.8932,0.3322,41,17,22,776,1305,521
16,5000,3082,2,5,3,1.8851,1,16.5,13,3069,4.39,0.9493,3246.4,13,1.0,81,5,4,879,0.002423,0.0381,45.9364,15,12.5,0.0234,0.0073,2,0,0,0,0.086505,0.015625,51,0.8194,0.952,0.3354,40,18,23,790,1224,501
17,5000,3167,0,0,3,1.9457,1,16.5,3,3164,4.59,0.9782,3237.6,3,1.0,75,0,6,843,0.002316,0.0498,11.0701,16,13.5,0.0249,0.0075,0,0,0,0,0.088968,0.015625,50,0.8244,1.0123,0.3387,37,16,22,839,1221,535
18,5000,3119,2,5,3,1.9822,1,16.5,10,3099,4.58,0.9671,3225.1,20,1.0,74,10,11,850,0.0027,0.0502,75.4717,17,12.5,0.0247,0.0088,2,0,0,0,0.071685,0.015625,49,0.782,1.0806,0.3408,35,14,25,820,1224,547
19,5000,3175,1,5,3,1.976,1,16.7,6,3155,4.53,0.986,3220.1,20,1.0,71,4,7,847,0.002667,0.0377,68.1004,18,13.1,0.0258,0.0082,1,0,0,0,0.09589,0.015625,49,0.8371,1.1765,0.3436,34,14,23,840,1254,501
20,5000,3246,2,5,3,1.9785,2,16.8,3249,0,4.55,1.014,3224.9,21,1.0,71,6,6,886,0.00256,0.0337,70.1754,19,13.7,0.0281,0.0089,1,0,0,0,0.063973,0.015625,49,0.7558,1.2304,0.3459,33,14,24,787,1319,565
21,5000,3113,0,0,3,1.9174,2,16.7,3,3100,4.5,0.9685,3214.2,13,1.0,65,3,9,854,0.002659,0.0436,49.0566,20,14.8,0.0264,0.009,0,0,0,0,0.076364,0.015625,45,0.7954,1.3067,0.3491,31,13,21,731,1268,494
22,5000,3199,0,0,3,1.8916,1,16.6,1,3193,4.5,0.9957,3212.8,6,1.0,58,1,8,825,0.002521,0.042,19.9203,21,17.0,0.0323,0.0103,0,1,0,0,0.091603,0.015625,45,0.8294,1.3983,0.3515,29,11,18,763,1269,554
