record_id,dead_lid,window,winner_cid,winner_phase_dist,winner_new_ttl_bonus,n_candidates,outcome,loser_cids,loser_phase_dists
0,96,20,2,0.226739,1,2,contested,19,0.2875
1,97,20,42,0.252324,1,1,uncontested,,
2,94,21,52,0.091812,1,4,contested,68|19|2,0.0952|0.2484|0.3092
3,12,22,42,0.244067,2,1,uncontested,,
4,102,23,2,0.343814,2,1,uncontested,,
5,63,26,68,0.186992,1,2,contested,19,0.3402
6,105,27,67,0.056428,1,2,contested,22,0.3646
7,107,28,26,0.033224,1,2,contested,41,0.0830
8,109,29,19,0.021945,1,4,contested,2|75|68,0.0827|0.1111|0.1313
9,112,31,78,0.239936,1,1,uncontested,,
10,103,31,77,0.047183,1,5,contested,80|44|0|10,0.1993|0.2328|0.2770|0.3860
11,113,32,0,0.077706,1,3,contested,77|10,0.1521|0.1867
12,115,33,70,0.003078,1,3,contested,9|67,0.1730|0.3395
13,122,36,67,0.083954,2,3,contested,88|70,0.0987|0.2587
14,120,37,22,0.302522,1,2,contested,83,0.3076
15,114,38,96,0.07514,1,5,contested,98|86|10|73,0.1851|0.2531|0.3102|0.3491
16,124,38,68,0.06051,2,5,contested,19|2|75|87,0.2137|0.2745|0.3028|0.3386
17,125,38,84,0.251595,1,1,uncontested,,
18,126,38,70,0.063438,2,4,contested,88|9|67,0.0965|0.2333|0.2792
