cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
6,21,0.5333,0.6396,0.855,5.697,0.8235,0.639,0.8364,11.5415,0.2902,-0.0006,-0.0185,5.8445,gain_social|gain_familiarity,2,hosted
13,21,0.5333,0.6618,0.8652,16.896,0.8824,0.6571,0.8369,9.9696,0.349,-0.0048,-0.0283,-6.9265,gain_social|loss_familiarity,2,hosted
19,21,0.3333,0.6867,0.8418,14.3292,0.2941,0.7123,0.7612,6.8442,-0.0392,0.0256,-0.0806,-7.485,loss_familiarity,1,hosted
26,21,0.4667,0.6232,0.8451,12.4873,0.5882,0.6449,0.8426,10.4337,0.1216,0.0217,-0.0025,-2.0536,gain_social|loss_familiarity,2,hosted
27,21,0.6,0.6568,0.859,11.8772,0.7059,0.712,0.835,7.8202,0.1059,0.0552,-0.024,-4.0569,gain_social|loss_familiarity,2,hosted
28,21,0.3333,0.634,0.8583,13.8646,0.5882,0.6213,0.8267,8.4435,0.2549,-0.0126,-0.0316,-5.4211,gain_social|loss_familiarity,2,hosted
46,21,0.5333,0.6816,0.8761,5.2042,0.8824,0.6964,0.858,9.3511,0.349,0.0148,-0.0181,4.147,gain_social|gain_familiarity,2,hosted
47,21,0.5333,0.6908,0.8638,11.7712,0.7059,0.6556,0.8515,10.3553,0.1725,-0.0353,-0.0123,-1.4159,gain_social,1,hosted
48,21,0.5333,0.6478,0.8908,11.4963,0.7059,0.6892,0.8695,9.2016,0.1725,0.0414,-0.0213,-2.2947,gain_social|loss_familiarity,2,hosted
58,21,0.0667,0.643,0.8413,9.8533,0.2353,0.6568,0.7862,17.9189,0.1686,0.0138,-0.055,8.0657,gain_social|gain_familiarity,2,hosted
61,21,0.0,0.6715,0.8174,0.0,0.0588,0.6619,0.8225,33.4228,0.0588,-0.0096,0.0051,33.4228,gain_familiarity,1,hosted
65,21,0.1333,0.683,0.8339,24.3946,0.1765,0.6594,0.736,16.4838,0.0431,-0.0236,-0.0979,-7.9109,loss_familiarity,1,hosted
78,21,0.0667,0.7075,0.8717,22.3109,0.0588,0.6666,0.727,8.1995,-0.0078,-0.041,-0.1447,-14.1114,loss_spread|loss_familiarity,2,hosted
88,21,0.2,0.6343,0.7988,4.4765,0.2353,0.6444,0.8392,8.6142,0.0353,0.01,0.0404,4.1377,gain_familiarity,1,hosted
89,21,0.1333,0.7446,0.8114,2.561,0.1765,0.6539,0.7044,14.5268,0.0431,-0.0908,-0.107,11.9658,loss_spread|gain_familiarity,2,hosted
97,21,0.0667,0.6588,0.8339,28.3059,0.1176,0.673,0.7664,10.5068,0.051,0.0143,-0.0674,-17.7991,loss_familiarity,1,hosted
98,21,0.1333,0.6781,0.8757,20.1721,0.1176,0.6561,0.7794,7.4135,-0.0157,-0.022,-0.0962,-12.7586,loss_familiarity,1,hosted
99,21,0.0667,0.6822,0.8625,16.8993,0.1176,0.7242,0.7829,8.411,0.051,0.042,-0.0796,-8.4884,loss_familiarity,1,hosted
106,21,1.0,0.7168,0.8662,15.0823,1.0,0.6572,0.8396,7.0879,0.0,-0.0595,-0.0265,-7.9944,loss_familiarity,1,hosted
6,22,0.8235,0.639,0.8364,11.5415,0.85,0.7364,0.8532,8.4534,0.0265,0.0974,0.0167,-3.0882,loss_familiarity,1,hosted
13,22,0.8824,0.6571,0.8369,9.9696,0.9,0.6615,0.8295,9.8185,0.0176,0.0045,-0.0074,-0.1511,,0,hosted
19,22,0.2941,0.7123,0.7612,6.8442,0.3,0.7315,0.7927,4.9,0.0059,0.0192,0.0315,-1.9442,,0,hosted
26,22,0.5882,0.6449,0.8426,10.4337,0.6,0.6334,0.8416,13.976,0.0118,-0.0115,-0.001,3.5423,gain_familiarity,1,hosted
27,22,0.7059,0.712,0.835,7.8202,0.65,0.6465,0.7747,3.8081,-0.0559,-0.0656,-0.0603,-4.0122,loss_familiarity,1,hosted
28,22,0.5882,0.6213,0.8267,8.4435,0.65,0.693,0.8274,7.0902,0.0618,0.0717,0.0006,-1.3533,,0,hosted
46,22,0.8824,0.6964,0.858,9.3511,1.0,0.6753,0.8335,11.2032,0.1176,-0.021,-0.0245,1.8521,gain_social,1,hosted
47,22,0.7059,0.6556,0.8515,10.3553,0.75,0.6484,0.835,8.7901,0.0441,-0.0072,-0.0165,-1.5652,,0,hosted
48,22,0.7059,0.6892,0.8695,9.2016,0.8,0.6763,0.8171,12.9087,0.0941,-0.0129,-0.0523,3.7072,gain_familiarity,1,hosted
58,22,0.2353,0.6568,0.7862,17.9189,0.25,0.6907,0.7781,8.6875,0.0147,0.0339,-0.0081,-9.2314,loss_familiarity,1,hosted
61,22,0.0588,0.6619,0.8225,33.4228,0.1,0.6976,0.7788,14.057,0.0412,0.0357,-0.0437,-19.3658,loss_familiarity,1,hosted
65,22,0.1765,0.6594,0.736,16.4838,0.15,0.6846,0.8033,6.058,-0.0265,0.0251,0.0674,-10.4258,loss_familiarity,1,hosted
88,22,0.2353,0.6444,0.8392,8.6142,0.2,0.7148,0.7867,3.1658,-0.0353,0.0704,-0.0525,-5.4484,loss_familiarity,1,hosted
