seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
6,1,0,2169,59.7782,1.5847,4,0,1.0,1,0,0,0.0,0,0,0,A,B,A,B,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6,2,0,2114,59.0356,1.5848,7,0,1.0,1,0,1,0.0,0,0,0,A,B,A,B,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0
6,3,0,2024,55.7934,1.583,1,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,0,2163,60.2041,1.5754,6,0,1.0,1,3,1,0.0,0,0,0,A,B,C,B,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6,5,0,2081,57.3027,1.4388,1,0,1.0,1,4,0,0.0,0,0,0,A,B,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,2044,56.3786,1.5559,6,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6,7,0,2112,56.8362,1.558,0,0,0,0,4,0,0.0,0,0,0,A,B,A,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,0,1977,55.7024,1.5831,6,0,1.0,1,4,0,0.0,0,0,0,A,B,C,B,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0
6,9,0,2129,59.1709,1.5,5,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6,10,0,2025,57.0476,1.5166,3,0,1.0,1,4,0,0.0,0,1,0,A,B,A,B,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0
6,11,0,2075,58.2199,1.5179,4,0,1.0,1,4,0,2.0,0,0,0,C,B,A,B,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6,12,0,2118,57.5721,1.557,3,0,1.0,1,3,1,0.0,0,0,0,C,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6,13,0,2013,55.8355,1.57,1,0,1.0,1,4,0,0.0,0,0,0,C,B,A,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,0,2087,56.3135,1.5729,0,0,0,0,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,0,2073,57.435,1.5702,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6,16,0,2026,56.2683,1.5285,3,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,0,2046,57.3929,1.3788,2,0,1.0,1,3,1,0.0,0,0,0,A,B,A,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,0,2064,58.9815,1.544,4,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0
6,19,0,2029,56.2197,1.5816,1,0,1.0,1,4,0,0.0,0,0,0,A,B,C,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,20,0,2071,59.0549,1.5581,5,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6,21,0,2097,60.3019,1.5395,9,0,1.0,1,4,0,2.0,0,0,0,A,B,A,B,4,1,0,3,0,0,3,0,0,3,0,0,2,0,0
6,22,0,2093,56.7869,1.5514,1,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,1,2042,56.2103,1.5589,3,0,1.0,1,1,1,0.0,0,0,0,C,B,C,B,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
6,24,0,2040,55.5234,1.5367,1,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,0,2051,55.5184,1.5679,3,0,1.0,1,4,0,0.0,0,0,0,A,B,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
