seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
3,3,2,52,50,False,1.4203,3,0.2708,0.6394,0.8152,3.6908,13,8.2,4.6,12.97,145,stable|dead
3,137,17,22,5,False,-0.098,2,0.1923,0.6781,0.7609,18.4078,5,7.2,3.4,30.91,146,stable|focused_att|deep_conn|dead
3,138,17,20,3,False,-2.7129,2,0.0588,0.6488,0.7634,25.0447,1,5.2,2.8,25.04,56,isolated|stable|focused_att|deep_conn|dead
3,141,18,,51,True,-0.4709,5,0.9362,0.6886,0.867,15.2583,44,48.9,22.1,72.0,1657,social|stable|wide_att|deep_conn
3,14,3,,66,True,-0.2374,4,0.8936,0.6881,0.8393,9.9779,42,33.6,15.2,60.1,1014,social|stable
3,145,19,21,2,False,1.4128,2,0.2273,0.7145,0.772,13.3699,5,8.1,3.2,41.08,144,stable|focused_att|deep_conn|dead
3,147,20,,49,True,-2.1099,5,0.8723,0.6628,0.8639,16.5428,41,50.3,25.6,61.35,1686,social|stable|wide_att|deep_conn
3,148,20,,49,True,-2.7666,5,1.0,0.6656,0.8845,16.5014,47,60.5,30.4,76.57,1920,social|stable|wide_att|deep_conn
3,149,20,20,0,False,-2.3699,2,0.2353,0.6349,0.8708,12.7535,4,8.8,5.1,24.6,118,stable|wide_att|deep_conn|dead
3,23,3,21,18,False,-2.5474,2,0.1364,0.6467,0.8044,3.4313,3,8.2,4.5,7.1,182,isolated|stable|dead
3,151,20,22,2,False,-2.3805,2,0.3846,0.6875,0.7014,5.5702,10,5.4,2.5,15.1,160,stable|focused_att|dead
3,25,4,,65,True,-0.9895,5,0.9362,0.658,0.871,17.6113,44,59.9,31.1,64.43,1833,social|stable|wide_att|deep_conn
3,152,20,20,0,False,-2.4948,2,0.2941,0.6555,0.8067,8.7362,5,7.8,4.1,24.6,105,stable|dead
3,153,20,20,0,False,-1.7161,2,0.3529,0.7279,0.7885,14.8527,6,7.1,2.7,25.04,90,stable|focused_att|deep_conn|dead
3,31,5,,64,True,-0.6422,3,0.5319,0.698,0.8032,3.8804,25,12.9,5.6,22.54,315,social|stable
3,54,8,65,57,False,-0.2911,4,0.7308,0.6528,0.8437,9.1942,38,28.4,15.1,49.27,925,social|stable|dead
3,62,9,31,22,False,1.3872,3,0.5714,0.6519,0.8271,3.4208,24,16.3,8.7,14.94,457,social|stable|dead
3,76,11,,58,True,0.381,5,0.9362,0.707,0.8671,14.4953,44,46.4,19.2,62.8,1570,social|stable|wide_att|deep_conn
3,92,12,,57,True,-2.1652,5,0.9149,0.6526,0.8532,12.4262,43,43.0,22.9,51.25,1511,social|stable|wide_att|deep_conn
3,100,14,,55,True,-0.9964,4,0.8298,0.619,0.8149,11.2801,39,26.9,16.5,71.35,884,social|stable|deep_conn
3,112,14,22,8,False,-2.567,2,0.2692,0.6734,0.7905,10.6687,7,7.3,3.6,30.74,138,stable|focused_att|deep_conn|dead
