seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
1,38,8,41,33,False,-2.6359,2,0.3171,0.6559,0.7445,3.0837,13,6.1,3.2,15.94,121,stable|focused_att|dead
1,73,13,22,9,False,2.7829,2,0.1852,0.6446,0.7117,13.5255,5,5.9,3.2,36.01,134,stable|focused_att|deep_conn|dead
1,106,19,26,7,False,2.1858,5,1.0,0.6308,0.8545,6.0665,32,49.0,28.6,34.59,1846,social|stable|wide_att|dead
1,107,19,42,23,False,1.66,4,0.8095,0.6717,0.8422,5.9483,34,31.1,15.2,44.73,1030,social|stable|dead
1,109,19,21,2,False,-0.5126,2,0.0476,0.6702,0.7679,11.1965,1,7.9,3.9,11.2,155,isolated|stable|focused_att|deep_conn|dead
1,110,19,20,1,False,-0.4565,2,0.0,0.6536,0.8202,0.0,0,9.5,5.1,0,99,isolated|stable|dead
1,48,9,58,49,False,0.3311,2,0.2955,0.6135,0.7717,1.403,13,5.7,3.6,9.33,116,stable|focused_att|dead
1,19,3,21,18,False,-2.7144,3,0.3333,0.6599,0.8164,15.542,7,19.3,9.9,32.15,533,stable|deep_conn|dead
1,84,15,25,10,False,2.1559,3,0.625,0.6635,0.8326,4.8526,20,17.2,8.7,20.09,426,social|stable|dead
1,116,20,69,49,False,-1.6492,5,0.8654,0.5843,0.844,10.2702,45,26.7,19.0,36.2,972,social|stable|deep_conn|dead
1,118,20,24,4,False,1.517,2,0.1562,0.695,0.8154,19.4954,5,9.6,4.2,41.08,174,stable|deep_conn|dead
1,23,6,,63,True,-1.1967,4,0.5,0.6463,0.7928,7.8246,26,17.3,9.5,38.01,530,stable|focused_att
1,119,20,20,0,False,0.8886,2,0.2222,0.6468,0.8422,7.5717,2,7.8,4.3,8.66,107,stable|dead
1,57,11,39,28,False,-2.6179,2,0.2432,0.6469,0.8363,4.4751,9,9.2,5.0,22.21,145,stable|dead
1,58,11,29,18,False,2.327,2,0.3226,0.6883,0.7485,2.0368,10,7.9,3.6,14.73,152,stable|focused_att|dead
1,92,16,,53,True,0.6994,5,0.8846,0.6949,0.8418,15.2316,46,43.8,19.2,71.03,1646,social|stable|deep_conn
1,93,16,43,27,False,2.4717,5,0.7442,0.6237,0.8251,6.8105,32,19.3,11.6,31.29,679,social|stable|dead
1,120,20,,49,True,2.3248,5,0.8654,0.6805,0.8531,11.9457,45,49.4,23.2,44.59,1795,social|stable|wide_att|deep_conn
1,122,20,21,1,False,-1.9122,2,0.0476,0.676,0.8811,27.0936,1,7.5,3.6,27.09,97,isolated|stable|wide_att|deep_conn|dead
1,123,20,26,6,False,1.3677,2,0.3125,0.6667,0.773,5.3813,10,8.7,4.4,23.83,173,stable|focused_att|dead
1,125,20,21,1,False,1.7834,2,0.1429,0.6592,0.8362,33.808,3,10.0,5.2,42.99,138,isolated|stable|deep_conn|dead
1,126,20,21,1,False,2.4407,2,0.2857,0.5931,0.7983,25.2827,6,8.8,6.1,42.99,115,stable|focused_att|deep_conn|dead
1,127,20,23,3,False,-2.8099,2,0.25,0.6618,0.7008,4.1344,7,5.1,2.6,8.28,131,stable|focused_att|dead
1,128,20,24,4,False,-1.5315,2,0.1562,0.6503,0.8163,2.266,5,6.4,3.5,5.17,110,stable|dead
